Date,Plot,Rep,Treat,Pipe_h,Water_h,Water_level_cm,Tensio,Obs
2022-08-30,P13,5,MSD,35.0,22.5,12.5,0.0,
2022-08-30,P14,5,AWD,28.5,18.0,10.5,0.0,
2022-08-30,P15,5,CON,,,,0.0,
2022-09-05,P01,1,AWD,35.0,27.5,7.5,0.0,11.50h
2022-09-05,P02,1,MSD,33.5,29.0,4.5,0.0,
2022-09-05,P03,1,CON,,,,0.0,
2022-09-05,P04,2,MSD,35.0,30.0,5.0,0.0,
2022-09-05,P05,2,AWD,35.5,31.5,4.0,0.0,
2022-09-05,P06,2,CON,,,,0.0,
2022-09-05,P07,3,MSD,36.0,29.0,7.0,0.0,
2022-09-05,P08,3,CON,,,,0.0,
2022-09-05,P09,3,AWD,34.0,28.0,6.0,0.0,
2022-09-05,P10,4,AWD,35.0,33.5,1.5,0.0,
2022-09-05,P11,4,MSD,34.5,26.5,8.0,0.0,
2022-09-05,P12,4,CON,,,,0.0,
2022-09-05,P13,5,MSD,35.0,27.0,8.0,0.0,
2022-09-05,P14,5,AWD,28.5,23.0,5.5,0.0,
2022-09-05,P15,5,CON,,,,0.0,
2022-09-19,P01,1,AWD,34.5,62.0,-27.5,0.0,12.30h
2022-09-19,P02,1,MSD,33.0,60.0,-27.0,0.0,
2022-09-19,P03,1,CON,,,,0.0,
2022-09-19,P04,2,MSD,35.0,62.0,-27.0,0.0,
2022-09-19,P05,2,AWD,36.0,65.0,-29.0,0.0,
2022-09-19,P06,2,CON,,,,0.0,
2022-09-19,P07,3,MSD,35.0,64.0,-29.0,0.0,
2022-09-19,P08,3,CON,,,,0.0,
2022-09-19,P09,3,AWD,34.0,62.0,-28.0,0.0,
2022-09-19,P10,4,AWD,34.0,62.0,-28.0,0.0,
2022-09-19,P11,4,MSD,33.0,59.0,-26.0,0.0,
2022-09-19,P12,4,CON,,,,0.0,
2022-09-19,P13,5,MSD,34.0,58.0,-24.0,0.0,
2022-09-19,P14,5,AWD,28.0,55.0,-27.0,0.0,
2022-09-19,P15,5,CON,,,,0.0,
2022-09-21,P01,1,AWD,34.5,64.0,-29.5,0.0,13.40h
2022-09-21,P02,1,MSD,33.0,61.0,-28.0,0.0,
2022-09-21,P03,1,CON,,,,0.0,
2022-09-21,P04,2,MSD,35.0,65.0,-30.0,0.0,
2022-09-21,P05,2,AWD,36.0,66.5,-30.5,0.0,
2022-09-21,P06,2,CON,,,,0.0,
2022-09-21,P07,3,MSD,35.0,67.0,-32.0,0.0,
2022-09-21,P08,3,CON,,,,0.0,
2022-09-21,P09,3,AWD,34.0,65.0,-31.0,0.0,
2022-09-21,P10,4,AWD,34.0,62.5,-28.5,0.0,
2022-09-21,P11,4,MSD,33.0,62.0,-29.0,0.0,
2022-09-21,P12,4,CON,,,,0.0,
2022-09-21,P13,5,MSD,34.0,59.0,-25.0,0.0,
2022-09-21,P14,5,AWD,28.0,57.0,-29.0,0.0,
2022-09-21,P15,5,CON,,,,0.0,
2022-09-28,P01,1,AWD,34.5,85.0,-50.5,0.0,10.15h
2022-09-28,P02,1,MSD,33.0,83.0,-50.0,0.0,
2022-09-28,P03,1,CON,,,,0.0,
2022-09-28,P04,2,MSD,35.0,85.0,-50.0,0.0,
2022-09-28,P05,2,AWD,36.0,77.0,-41.0,0.0,seco
2022-09-28,P06,2,CON,,,,0.0,
2022-09-28,P07,3,MSD,35.0,83.0,-48.0,0.0,
2022-09-28,P08,3,CON,,,,0.0,
2022-09-28,P09,3,AWD,34.0,82.0,-48.0,0.0,
2022-09-28,P10,4,AWD,34.0,80.0,-46.0,0.0,
2022-09-28,P11,4,MSD,33.0,89.0,-56.0,0.0,
2022-09-28,P12,4,CON,,,,0.0,
2022-09-28,P13,5,MSD,34.0,80.0,-46.0,0.0,
2022-09-28,P14,5,AWD,28.0,72.0,-44.0,0.0,
2022-09-28,P15,5,CON,,,,0.0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
